Mч,Tч,Si_ч,Mn_ч,C_ч,P_ч,S_ч,Mл,Si_л,Mn_л,C_л,P_л,S_л,М_ф1,М_ф2,М_ф3,М_ф3,М_ф3,М_мш,tд,Vд,Мм,Tм,Si_м,Mn_м,C_м,P_м,S_м,tM,Mш
300,1397,0.5207,0.3227,4.79,0.0682,0.0179,110,0.180926,0.580432,0.168806,0.017478,0.017485,15967,2884,1982,4354,0,1.5,19.72,20714,371.87,1631,0.004,0.089,0.06,0.008,0.026,6.1,49.8
300,1400,0.722,0.336,4.57,0.0664,0.013,108,0.183896,0.5825,0.176467,0.018215,0.018215,16011,2764,1988,4349,0,1.5,20.17,21875,370.06,1640,0.005,0.087,0.076,0.009,0.025,2.9,59.4
300,1407,0,0,0,0,0,110,0.194088,0.595812,0.189179,0.019115,0.019119,14018,946,1988,4376,0,1.5,19.03,20665,371.87,1634,0.005,0.108,0.082,0.014,0.029,4.8,23.7
300,1420,0,0,0,0,0,112,0.185152,0.585027,0.174438,0.017875,0.017883,18025,2387,1983,4495,0,1.5,18.55,20947,373.68,1603,0.003,0.07,0.052,0.006,0.021,6,24.8
305,1423,0.58,0.29,4.83,0.06,0.019,105,0.184251,0.584714,0.176545,0.018244,0.018244,18023,471,2002,4537,0,1.525,19.02,21700,371.87,1639,0.004,0.124,0.093,0.015,0.031,7.2,52.3
300,1431,0.5217,0.2233,4.68,0.052,0.0274,112,0.189108,0.587729,0.181715,0.018469,0.018475,15983,2006,1999,4531,0,1.5,18.67,21201,373.68,1590,0.002,0.074,0.098,0.008,0.022,5.9,50.3
295,1400,0.5066,0.2983,4.6283,0.0633,0.0225,87,0.445057,0.555517,0.814368,0.028092,0.019885,17976,2348,2002,4526,0,1.475,17.52,19639,346.47,1679,0.004,0.105,0.088,0.012,0.031,6,48.5
300,1417,0.5557,0.2623,4.641,0.0552,0.019,111,0.127654,0.523581,0.093746,0.011968,0.011968,14008,2994,2010,4573,0,1.5,18.45,20998,372.78,1689,0.004,0.1,0.084,0.017,0.019,5.3,50.5
300,1435,0.502,0.2095,4.84,0.0508,0.0259,112,0.193542,0.59344,0.188899,0.019077,0.01908,16005,341,2004,4552,0,1.5,41.48,21116,373.68,1627,0.005,0.059,0.055,0.012,0.034,4.8,49.1
300,1430,0.54,0.2,4.84,0.047,0.024,111,0.182083,0.581689,0.173537,0.018007,0.018007,15981,1358,2011,4511,0,1.5,19.07,20753,372.78,1618,0.004,0.064,0.052,0.011,0.031,4.4,50.7
300,1408,0.6437,0.32,4.57,0.0649,0.0206,111,0.171056,0.570203,0.157303,0.016782,0.016782,13979,1001,2009,4516,0,1.5,18.2,20458,372.78,1614,0.004,0.064,0.051,0.008,0.035,5.3,55.3
300,1430,0.57,0.22,4.75,0.053,0.023,111,0.188209,0.587365,0.182726,0.018692,0.018692,16003,4034,2006,4500,0,1.5,17.82,20023,372.78,1659,0.005,0.076,0.052,0.011,0.023,5.5,52.7
305,1390,0.628,0.32,4.7066,0.0639,0.0193,107,0.184811,0.583072,0.176829,0.018177,0.018179,16910,1850,2016,4506,0,1.525,19.23,20930,373.68,1637,0.004,0.092,0.053,0.013,0.027,4.2,55.1
300,1427,0.5622,0.2473,4.63,0.0517,0.0177,111,0.138978,0.536292,0.10851,0.012998,0.013002,17040,2192,2046,4484,0,1.5,18.82,20501,372.78,1679,0.003,0.143,0.061,0.014,0.021,4.1,51.3
300,1428,0.52,0.22,4.57,0.051,0.023,111,0.184313,0.583367,0.174673,0.017955,0.01796,17991,994,2045,4468,0,1.5,18.38,19794,372.78,1637,0.004,0.063,0.043,0.008,0.022,3.3,50
290,1418,0.7341,0.2735,4.5445,0.0584,0.0177,92,0.182796,0.582196,0.171735,0.017704,0.017711,17983,2971,1991,4531,0,1.45,18.67,19759,346.47,1630,0.004,0.075,0.053,0.007,0.021,2.6,56.2
300,1388,0.73,0.36,4.63,0.072,0.015,112,0.193141,0.592554,0.18878,0.019082,0.019085,16887,2348,1985,4589,0,1.5,19.12,21595,373.68,1640,0.004,0.101,0.062,0.01,0.021,7.3,60.8
290,1385,0.5586,0.249,4.8817,0.0517,0.0177,91,0.184738,0.581951,0.178051,0.018316,0.018316,17920,2821,1991,4566,0,1.45,17.53,19651,345.57,1653,0.004,0.097,0.06,0.009,0.019,9.2,47.6
300,1410,0.54,0.24,4.89,0.05,0.018,112,0.184182,0.583969,0.174216,0.017925,0.01793,15379,3699,1984,4553,0,1.5,18.67,20926,373.68,1599,0.007,0.077,0.058,0.01,0.021,10.5,51.2
290,1446,0.5969,0.2452,4.74,0.051,0.016,92,0.188239,0.588717,0.179543,0.018304,0.018311,18142,5711,1982,4541,0,1.45,17.82,19695,346.47,1660,0.004,0.077,0.054,0.008,0.024,8.6,50.2
310,1380,0.41,0.28,4.53,0.067,0.031,101,0.216135,1.208094,0.104414,0.012558,0.008222,16061,138,1983,4539,0,1.55,18.08,20405,372.78,1628,0.004,0.106,0.058,0.009,0.025,7.3,43.6
300,1468,0.61,0.25,5,0.048,0.013,112,0.194097,0.595794,0.189204,0.019117,0.019121,16195,2648,2006,4544,0,1.5,18.18,20603,373.68,1626,0.004,0.073,0.066,0.01,0.029,8.1,54.8
300,1415,0.5315,0.3235,4.494,0.0684,0.0189,112,0.185862,0.587472,0.176255,0.0181,0.018106,13978,1372,2002,4526,0,1.5,18.35,20749,373.68,1657,0.004,0.067,0.05,0.008,0.021,7.2,50.3
295,1440,0.61,0.23,4.77,0.052,0.017,116,0.184638,0.585103,0.17481,0.017983,0.017988,15970,529,2000,4525,0,1.475,18.58,20977,372.78,1634,0.004,0.082,0.068,0.008,0.022,8.5,54.5
300,1405,0.48,0.31,4.76,0.067,0.018,110,0.128465,0.526909,0.094342,0.012044,0.012044,15982,4383,2005,4527,0,1.5,18.25,20747,371.87,1644,0.004,0.057,0.038,0.006,0.011,5.5,47.1
300,1450,0.51,0.23,4.44,0.05,0.018,111,0.173049,0.573081,0.157632,0.016681,0.016686,15966,1369,1999,4573,0,1.5,16.28,19377,372.78,1679,0.005,0.079,0.056,0.008,0.021,7.2,49.1
300,1430,0.488,0.274,4.856,0.0578,0.0202,111,0.188947,0.587925,0.181307,0.018438,0.018444,20011,1385,1995,4507,0,1.5,18.32,20812,372.78,1629,0.004,0.073,0.059,0.008,0.026,9,48.9
310,1350,0.3665,0.2568,4.8194,0.0587,0.0311,100,0.182724,0.58407,0.171392,0.017716,0.017722,13992,182,2006,4474,0,1.55,17.25,20869,371.87,1644,0.004,0.102,0.061,0.012,0.019,5.7,40.3
300,1435,0.3883,0.2008,4.8942,0.0471,0.0336,112,0.16205,0.55942,0.144382,0.015789,0.015789,13968,2040,2006,4469,0,1.5,19.42,21297,373.68,1604,0.004,0.06,0.057,0.005,0.024,5.5,42.9
300,1406,0.4,0.32,4.64,0.068,0.017,112,0.194368,0.595325,0.189939,0.019172,0.019175,15970,488,2020,4547,0,1.5,48.78,20970,373.68,1628,0.005,0.065,0.04,0.009,0.018,3.7,44.1
300,1429,0.4,0.2,4.53,0.051,0.031,113,0.178782,0.576511,0.168054,0.017513,0.017515,13997,0,2052,4573,0,1.5,18.55,20467,374.59,1647,0.004,0.109,0.057,0.01,0.02,4.4,43.6
300,1389,0.59,0.31,4.64,0.065,0.017,112,0.185739,0.585241,0.176593,0.0181,0.018105,15976,1228,1982,5719,0,1.5,18.7,20096,373.68,1659,0.004,0.072,0.047,0.01,0.023,3.5,53.6
300,1397,0.4,0.3,4.64,0.067,0.022,112,0.190286,0.588482,0.186036,0.018929,0.018929,13943,1160,1982,4530,0,1.5,18.4,20376,373.68,1615,0.005,0.075,0.035,0.006,0.022,4.4,43.8
300,1439,0.4,0.2,4.6663,0.0486,0.0276,110,0.178707,0.580459,0.164367,0.017138,0.017146,13998,550,1983,4534,0,1.5,17.63,19037,371.87,1638,0.004,0.075,0.045,0.008,0.026,4.9,43.2
300,1414,0.444,0.255,4.6905,0.0585,0.0237,111,0.197614,0.597162,0.196573,0.019737,0.019737,15945,997,1988,4512,0,1.5,18.72,20857,372.78,1657,0.004,0.08,0.051,0.009,0.022,5.8,46.2
315,1317,0.2729,0.1867,4.4414,0.0514,0.0467,95,0.175034,0.5754,0.15868,0.016661,0.016671,16269,0,1989,4533,0,1.575,18.97,20845,371.87,1601,0.004,0.052,0.042,0.004,0.021,4,35
315,1412,0.28,0.2033,4.5522,0.0477,0.0309,96,0.173096,0.573719,0.157183,0.016633,0.01664,15865,2173,1986,4548,0,1.575,18.07,20051,372.78,1596,0.004,0.084,0.069,0.006,0.02,4.3,35.8
300,1395,0.5153,0.3053,4.6433,0.0664,0.0195,112,0.189625,0.588589,0.182482,0.018536,0.018541,14709,3441,1985,4516,0,1.5,18.5,20316,373.68,1940,0.005,0.083,0.076,0.01,0.032,5,50
320,1403,0.3,0.18,4.53,0.045,0.036,92,0.128,0.525,0.094,0.012,0.012,16249,3463,1979,4699,0,1.6,18.92,19901,373.68,1579,0.003,0.055,0.062,0.003,0.014,5.3,36
305,1380,0.44,0.28,4.57,0.066,0.026,107,0.190262,0.591421,0.182785,0.018579,0.018585,14719,1928,1979,4665,0,1.525,18.63,20575,373.68,1615,0.004,0.106,0.064,0.011,0.016,5.3,45.5
330,1309,0.3103,0.2233,4.4985,0.0515,0.0337,80,0.175238,0.574763,0.161738,0.017025,0.017029,14230,3109,1987,4565,0,1.65,19.37,20115,371.87,1622,0.004,0.078,0.048,0.009,0.022,4,35.1
320,1388,0.3038,0.2075,4.5475,0.0505,0.0444,89,0.190433,0.589904,0.183691,0.01864,0.018646,14200,2929,1985,4651,0,1.6,18.63,19363,370.96,1626,0.004,0.069,0.047,0.008,0.032,4.4,36.1
320,1390,0.24,0.19,4.58,0.049,0.039,91,0.187231,0.585956,0.17844,0.018198,0.018204,13867,2978,1980,4661,0,1.6,17.8,18638,372.78,1598,0.004,0.056,0.057,0.005,0.028,6,33.1
300,1385,0.55,0.2827,4.5933,0.0619,0.0229,111,0.193674,0.592461,0.18953,0.01912,0.019123,14113,1626,1984,4360,0,1.5,18.55,20091,372.78,1611,0.006,0.096,0.074,0.015,0.023,4.8,51.2
300,1400,0.742,0.302,4.556,0.065,0.02,112,0.195449,0.597092,0.191556,0.019312,0.019315,16104,2210,1981,4366,0,1.5,19.23,20852,373.68,1602,0.004,0.057,0.053,0.007,0.028,4.9,61.3
300,1409,0.576,0.273,4.77,0.0581,0.017,114,0.192765,0.591776,0.189514,0.0192,0.0192,14997,2499,1983,4768,0,1.5,20.52,24581,375.5,1598,0.005,0.072,0.079,0.007,0.021,4.4,53.3
300,1386,0.57,0.3,4.77,0.065,0.017,111,0.327939,0.537068,0.552672,0.021286,0.015886,16111,1489,2023,4418,0,1.5,19.38,20939,372.78,1593,0.004,0.064,0.067,0.006,0.023,4,54.9
300,1431,0.626,0.294,4.65,0.0605,0.0127,112,0.195657,0.594777,0.193775,0.019521,0.019521,18094,1557,1976,4488,0,1.5,18.93,20892,373.68,1654,0.004,0.073,0.057,0.008,0.023,3.5,55.8
300,1386,0.41,0.33,4.74,0.069,0.015,112,0.199286,0.597857,0.199286,0.019929,0.019929,13977,384,2011,4625,0,1.5,19.6,21707,373.68,1564,0.004,0.071,0.058,0.007,0.017,4.1,44.4
300,1390,0.53,0.32,0,0.067,0.013,113,0.183618,0.581549,0.176216,0.018188,0.018188,18939,2679,1983,4626,0,1.5,18.65,20912,374.59,1625,0.005,0.084,0.061,0.009,0.021,4.7,51.3
300,1411,0.6033,0.2173,4.58,0.0487,0.0189,110,0.195295,0.596523,0.192729,0.019469,0.019469,15337,296,1979,4337,0,1.5,36.3,21685,371.87,1647,0.005,0.108,0.048,0.012,0.014,4,53.6
300,1434,0.54,0.31,4.87,0.065,0.013,110,0.128,0.525,0.094,0.012,0.012,16924,2994,1974,4544,0,1.5,18.68,20518,371.87,1674,0.005,0.111,0.06,0.009,0.018,4.1,50
300,1391,0.44,0.31,4.84,0.068,0.017,110,0.181333,0.581414,0.168662,0.01744,0.017448,17384,2356,1976,4628,0,1.5,19.3,21293,371.87,1657,0.005,0.129,0.076,0.011,0.018,3.8,46
300,1408,0.5,0.31,0,0.066,0.014,109,0.193106,0.594509,0.187601,0.018982,0.018986,18864,3482,1976,4574,0,1.5,18.88,21167,370.96,1619,0.004,0.092,0.069,0.008,0.02,3.8,49.4
300,1429,0.507,0.24,0,0.052,0.0182,111,0.168858,0.566149,0.154492,0.016548,0.016548,15842,3897,1975,4582,0,1.5,18.2,20446,372.78,1682,0.004,0.096,0.06,0.009,0.015,3.3,49.2
290,1430,0,0,0,0,0,92,0.176243,0.574402,0.16523,0.017365,0.017365,18302,4559,1970,4562,0,1.45,17.53,19478,346.47,1735,0.005,0.094,0.063,0.007,0.024,5.5,21.3
300,1415,0.57,0.28,4.86,0.061,0.015,111,0.164162,0.563824,0.14455,0.015694,0.015699,14014,0,1978,4632,0,1.5,18.67,20759,372.78,1672,0.005,0.081,0.065,0.008,0.021,4.8,51.4
300,1410,0.53,0.28,4.65,0.059,0.016,112,0.200714,0.602143,0.200714,0.020071,0.020071,14077,0,1992,4631,0,1.5,18.8,20513,373.68,1644,0.004,0.089,0.066,0.01,0.021,4.4,50.3
300,1420,0,0,0,0,0,110,0.188782,0.588125,0.180891,0.018407,0.018413,14066,355,1990,4638,0,1.5,19.42,20994,371.87,1646,0.006,0.103,0.082,0.013,0.026,6.3,23.6
300,1437,0,0,0,0,0,110,0.190345,0.591109,0.183073,0.0186,0.018605,26157,0,3970,6954,0,1.5,19.27,20664,371.87,1634,0.004,0.046,0.055,0.006,0.029,4.5,26.1
300,1400,0.561,0.274,4.692,0.0618,0.0169,113,0.227738,0.566438,0.596958,0.023465,0.019749,14085,0,3974,4654,0,1.5,20.27,22113,374.59,1653,0.005,0.109,0.083,0.016,0.018,5.3,52.8
300,1408,0.4387,0.2707,4.66,0.0618,0.0184,111,0.17982,0.577568,0.170631,0.017766,0.017766,14076,421,1986,4652,0,1.5,19.15,20611,372.78,1621,0.004,0.102,0.086,0.01,0.025,5.3,45.3
300,1430,0.6492,0.2108,4.81,0.0499,0.0183,111,0.18931,0.588007,0.182806,0.018598,0.018602,14076,2629,1979,4611,0,1.5,19.8,22366,372.78,1662,0.006,0.084,0.05,0.009,0.018,4.1,56.2
300,1409,0.55,0.27,4.5,0.061,0.022,112,0.181688,0.58192,0.169815,0.017566,0.017573,16069,2204,1976,4620,0,1.5,19.6,22221,373.68,1627,0.004,0.055,0.051,0.006,0.019,4.1,51.6
300,1403,0.5213,0.2457,4.566,0.0546,0.0195,110,0.189466,0.589991,0.182435,0.018584,0.018588,16082,2006,1991,4734,0,1.5,18.9,21348,371.87,1665,0.004,0.087,0.05,0.01,0.019,4,49.9
300,1402,0.42,0.29,4.68,0.066,0.022,107,0.182707,0.581986,0.17454,0.018079,0.018079,14016,2358,1970,4488,0,1.5,26.53,26075,369.15,1652,0.004,0.062,0.05,0.007,0.019,5.2,43.9
300,1418,0.375,0.245,4.79,0.0565,0.0275,110,0.193869,0.594682,0.190716,0.019313,0.019313,13990,3396,35,5155,0,1.5,18.52,20973,371.87,1655,0.004,0.052,0.038,0.007,0.021,3.9,42.4
300,1410,0.538,0.263,4.859,0.0576,0.0254,113,0.200708,0.602124,0.200708,0.020071,0.020071,13998,0,2002,4541,0,1.5,19.17,22020,374.59,1627,0.004,0.09,0.079,0.014,0.025,5.4,50.8
300,1441,0.462,0.22,4.746,0.0474,0.0242,113,0.12766,0.523606,0.09375,0.011968,0.011968,13995,2367,1998,4520,0,1.5,18.68,21172,374.59,1654,0.003,0.063,0.04,0.006,0.01,4.5,46.1
300,1435,0.48,0.21,4.96,0.048,0.024,113,0.188602,0.586394,0.183637,0.018743,0.018743,18225,2176,2016,4580,0,1.5,31.82,22165,374.59,1588,0.003,0.066,0.065,0.003,0.014,3.4,48.8
300,1411,0.5687,0.2867,4.7833,0.0627,0.0195,111,0.195013,0.593041,0.193083,0.019456,0.019456,18757,1758,1988,4648,0,1.5,18.47,20513,372.78,1627,0.003,0.085,0.06,0.008,0.018,3.8,52.9
300,1433,0.5253,0.2,5,0.0476,0.0243,113,0.192382,0.591372,0.188952,0.019158,0.019158,14900,283,1978,4533,0,1.5,18.62,20887,374.59,1766,0.004,0.118,0.062,0.01,0.022,3.8,50.2
300,1381,0.57,0.3,4.79,0.063,0.018,110,0.180567,0.581182,0.171047,0.017833,0.017833,15860,3446,1996,4453,0,1.5,19.33,21660,371.87,1647,0.003,0.093,0.057,0.01,0.026,3.7,52.3
300,1405,0.446,0.2073,4.98,0.0483,0.0258,109,0.20055,0.601651,0.20055,0.020055,0.020055,15361,320,1996,4514,0,1.5,41.92,21727,370.96,1635,0.003,0.053,0.043,0.004,0.025,3.5,45.8
300,1399,0.6203,0.3023,0,0.066,0.0188,109,0.199266,0.597798,0.199266,0.019927,0.019927,20114,2174,1995,4379,0,1.5,18.4,20431,370.96,1613,0.003,0.087,0.076,0.007,0.025,4.2,55.4
300,1412,0.396,0.202,4.764,0.0456,0.0262,111,0.179481,0.577568,0.170047,0.017726,0.017726,12459,590,1985,4346,0,1.5,18.88,21212,372.78,1622,0.004,0.078,0.067,0.006,0.034,4,42.9
300,1415,0.4623,0.2293,4.6577,0.0502,0.0224,113,0.183651,0.583069,0.173527,0.017869,0.017875,14058,3832,1980,4589,0,1.5,19.82,22183,374.59,1623,0.004,0.049,0.046,0.006,0.024,3.9,47.4
300,1394,0.5805,0.2855,4.597,0.0612,0.0184,110,0.186479,0.587441,0.178352,0.018308,0.018311,14119,0,1981,4588,0,1.5,18.57,21528,371.87,1642,0.004,0.067,0.05,0.011,0.026,4.4,52.2
300,1390,0.41,0.19,4.58,0.045,0.026,110,0.192648,0.591092,0.187884,0.01898,0.018984,14116,306,1983,4565,0,1.5,19.7,22536,371.87,1652,0.004,0.064,0.048,0.009,0.027,4,43.9
300,1439,0.45,0.19,4.77,0.044,0.026,112,0.192716,0.591555,0.187859,0.018981,0.018985,20155,559,1993,4584,0,1.5,20.15,21990,373.68,1613,0.003,0.051,0.051,0.003,0.022,4.4,47.2
300,1403,0.618,0.3,4.811,0.0586,0.0169,110,0.19644,0.595842,0.194076,0.019503,0.019505,14104,502,1985,4584,0,1.5,36.98,23021,371.87,1665,0.006,0.065,0.043,0.017,0.042,3.4,54.3
300,1410,0.51,0.26,4.37,0.058,0.024,111,0.171977,0.572622,0.157101,0.016717,0.01672,14107,508,1980,4650,0,1.5,18.75,20587,372.78,1625,0.004,0.044,0.043,0.005,0.018,3.1,48.7
300,1389,0.46,0.27,4.51,0.062,0.029,111,0.189108,0.587712,0.18172,0.018469,0.018475,12074,1998,1980,4643,0,1.5,28.13,20126,372.78,1595,0.003,0.041,0.04,0.004,0.02,2.9,46.4
300,1400,0.538,0.2723,4.5403,0.0592,0.023,110,0.183795,0.584236,0.174656,0.018033,0.018035,16115,1644,1988,4571,0,1.5,20.27,22933,371.87,1626,0.004,0.061,0.051,0.006,0.029,4.1,50.6
300,1410,0.5443,0.2397,4.7133,0.0517,0.0262,109,0.197618,0.597714,0.195856,0.019657,0.019658,14096,1671,1982,4592,0,1.5,18.6,20610,370.96,1683,0.003,0.09,0.052,0.009,0.026,4.1,50.6
310,1385,0.53,0.28,4.64,0.067,0.028,111,0.172246,0.570441,0.157006,0.016618,0.016623,14070,3884,2004,4581,0,1.55,20.22,21792,381.85,1632,0.008,0.062,0.041,0.007,0.022,5.1,51
300,1421,0.6278,0.269,4.5683,0.0585,0.0194,110,0.196842,0.598454,0.193969,0.019513,0.019515,14029,1724,4002,4414,0,1.5,18.77,21299,371.87,1597,0.004,0.074,0.087,0.009,0.032,4,55.2
305,1400,0.4753,0.28,4.55,0.0609,0.0214,106,0.192866,0.591616,0.188149,0.019005,0.019008,16065,388,1996,4521,0,1.525,18.52,20970,372.78,1634,0.004,0.101,0.088,0.009,0.029,4.1,47.1
300,1423,0.6407,0.2383,4.6167,0.052,0.0176,112,0.195001,0.593383,0.191966,0.019319,0.019321,16023,195,2021,4493,0,1.5,18.93,21564,373.68,1641,0.003,0.087,0.072,0.009,0.026,5.3,56
310,1400,0.6069,0.2926,4.6179,0.0624,0.0176,102,0.191269,0.592425,0.184524,0.018724,0.018729,14031,1208,1990,4504,0,1.55,18.67,21332,373.68,1685,0.004,0.113,0.075,0.013,0.025,6,53.2
300,1405,0.49,0.28,4.88,0.055,0.015,110,0.183411,0.584606,0.172665,0.017822,0.017828,16008,2398,2013,4514,0,1.5,17.67,19972,371.87,1649,0.005,0.085,0.064,0.01,0.027,5.2,48.3
300,1450,0.57,0.22,0,0.046,0.018,112,0.186645,0.585366,0.177431,0.018114,0.018121,14006,1394,2042,4464,0,1.5,18.45,20970,373.68,1650,0.006,0.101,0.106,0.011,0.04,4.6,52.2
300,1430,0.4767,0.285,4.65,0.0643,0.019,111,0.201036,0.598919,0.210811,0.019964,0.019964,16005,0,1996,4502,0,1.5,18.62,21226,372.78,1610,0.003,0.111,0.12,0.012,0.03,4.6,47.8
300,1420,0.4667,0.2567,4.9,0.0543,0.0237,111,0.127539,0.523108,0.093661,0.011957,0.011957,13991,1016,2010,4518,0,1.5,18.45,20649,372.78,1666,0.005,0.085,0.05,0.01,0.013,3.7,45.8
300,1414,0.59,0.21,4.73,0.044,0.015,111,0.18725,0.586014,0.1814,0.018587,0.018587,11985,2765,1989,4505,0,1.5,19.15,21369,372.78,1693,0.004,0.093,0.045,0.01,0.016,2.5,52.9
300,1403,0.48,0.28,4.85,0.062,0.019,110,0.167898,0.567273,0.152567,0.016429,0.016429,18920,997,1994,4507,0,1.5,19,20608,371.87,1622,0.004,0.088,0.054,0.006,0.018,3.9,47.7
300,1432,0.4628,0.2358,4.961,0.0532,0.0211,110,0.182635,0.58455,0.170149,0.017575,0.017583,16920,1287,1994,4456,0,1.5,18.45,19544,371.87,1681,0.003,0.089,0.052,0.011,0.018,2.3,46.9
300,1454,0.53,0.21,4.93,0.047,0.019,110,0.190232,0.590521,0.183359,0.018635,0.01864,13691,1995,869,5364,0,1.5,18.72,20596,371.87,1646,0.004,0.065,0.046,0.008,0.02,3.4,49.9
300,1380,0.4852,0.2768,4.8413,0.061,0.022,110,0.197091,0.597682,0.195545,0.019673,0.019673,12053,485,0,5054,0,1.5,18.12,20513,371.87,1615,0.004,0.086,0.059,0.011,0.02,4,47.2
300,1400,0.484,0.2687,4.6433,0.0614,0.0212,113,0.153154,0.498518,0.412763,0.017112,0.017784,12072,0,0,6734,0,1.5,18.5,19942,374.59,1627,0.005,0.078,0.065,0.012,0.034,4,47
300,1390,0.52,0.28,4.49,0.063,0.021,111,0.195661,0.593716,0.194038,0.019528,0.019528,14108,0,0,5015,0,1.5,18.43,20902,372.78,1632,0.006,0.085,0.077,0.013,0.034,4,49.3
300,1440,0.44,0.21,4.68,0.046,0.019,110,0.19128,0.591273,0.187076,0.019029,0.019029,12100,0,1975,4355,0,1.5,19.1,20287,371.87,1653,0.007,0.107,0.092,0.014,0.025,4.1,45
300,1385,0.411,0.288,4.593,0.0629,0.0256,112,0.194455,0.593223,0.190884,0.019232,0.019235,12091,0,1971,4342,0,1.5,19.58,21929,373.68,1639,0.004,0.068,0.051,0.009,0.026,3.7,43.9
305,1425,0.68,0.33,4.58,0.063,0.02,106,0.169004,0.566604,0.154634,0.016562,0.016562,16028,317,2002,4529,0,1.525,19,21282,372.78,1642,0.003,0.089,0.059,0.008,0.028,5.4,56.9
300,1450,0.4,0.21,4.8,0.049,0.029,110,0.189332,0.590879,0.181041,0.018438,0.018444,14005,4426,2005,4529,0,1.5,19.48,21419,371.87,1653,0.004,0.04,0.036,0.006,0.021,4.4,43.9
300,1385,0.39,0.3,4.5,0.068,0.03,110,0.189971,0.591492,0.182153,0.01853,0.018536,14000,5385,4022,6002,0,1.5,19.12,21701,371.87,1611,0.004,0.045,0.031,0.007,0.025,4.1,44.1
300,1408,0.55,0.31,0,0.067,0.022,113,0.196615,0.596392,0.194244,0.01952,0.019522,14017,4367,2003,4492,0,1.5,18.55,20943,374.59,1636,0.004,0.063,0.043,0.009,0.045,3.7,52
300,1423,0.69,0.34,0,0.067,0.014,111,0.196468,0.589027,0.236559,0.018541,0.018546,15998,330,1998,4512,0,1.5,18.2,20738,372.78,1635,0.006,0.105,0.098,0.012,0.026,4.3,58.3
300,1441,0.446,0.2273,4.6507,0.051,0.023,111,0.158191,0.555743,0.138618,0.015359,0.015359,13985,324,1995,4503,0,1.5,36.5,20532,372.78,1645,0.005,0.09,0.049,0.011,0.023,5.5,45.2
300,1397,0.4805,0.318,4.5675,0.0675,0.0194,115,0.193465,0.594796,0.188248,0.019035,0.019039,11974,499,2001,4494,0,1.5,19.88,21401,376.41,1616,0.003,0.081,0.065,0.009,0.02,3.8,48
300,1415,0.534,0.281,4.8007,0.0606,0.0211,110,0.190291,0.588818,0.185964,0.018927,0.018927,14987,1082,1980,4457,0,1.5,18.85,20759,371.87,1658,0.003,0.07,0.044,0.012,0.024,7.7,50.2
300,1420,0.6445,0.3153,4.6267,0.0628,0.0134,112,0.128343,0.526406,0.094252,0.012032,0.012032,16853,1991,1990,4475,0,1.5,18.87,20370,373.68,1665,0.007,0.103,0.046,0.014,0.018,6.7,55.3
300,1451,0.6025,0.2442,4.8367,0.0495,0.0138,108,0.200741,0.602222,0.200741,0.020074,0.020074,17034,2201,2055,4488,0,1.5,19.55,20934,370.06,1662,0.005,0.071,0.04,0.008,0.022,6.4,53.9
300,1450,0.74,0.25,0,0.048,0.01,110,0.169655,0.568132,0.152955,0.016309,0.016315,16401,3692,1986,4480,0,1.5,18.1,20024,371.87,1639,0.004,0.101,0.066,0.008,0.018,7.3,60.6
300,1420,0.5745,0.2553,0,0.0531,0.0158,112,0.188907,0.587746,0.183838,0.018771,0.018771,14672,2790,1980,4508,0,1.5,18.57,20691,373.68,1665,0.005,0.095,0.07,0.01,0.042,7,52.8
300,1406,0.6107,0.2807,4.7447,0.0656,0.0266,112,0.19329,0.594656,0.187933,0.019009,0.019013,15548,2400,1979,4499,0,1.5,17.55,19520,373.68,1611,0.005,0.083,0.103,0.009,0.036,6.7,54.7
300,1424,0.638,0.263,4.78,0.0566,0.023,110,0.17176,0.571295,0.158253,0.016858,0.016858,14536,3080,1975,4529,0,1.5,17.9,19700,371.87,1647,0.004,0.112,0.074,0.011,0.025,7.2,55.3
300,1458,0.57,0.24,0,0.049,0.016,112,0.194277,0.592688,0.190705,0.019214,0.019217,14400,2169,1688,4521,0,1.5,17.6,19763,373.68,1652,0.005,0.091,0.061,0.01,0.024,7.5,52.5
300,1400,0.74,0.28,4.94,0.062,0.023,109,0.175903,0.576385,0.162938,0.017152,0.017155,18110,1635,28,6450,0,1.5,18.62,20879,370.96,1648,0.003,0.089,0.064,0.01,0.024,6.4,60.5
305,1434,0.4456,0.24,4.7015,0.0508,0.0252,104,0.187598,0.58751,0.180352,0.01845,0.018453,16048,4108,0,5431,0,1.525,17.88,20320,370.96,1629,0.004,0.083,0.061,0.009,0.027,3.3,45.5
310,1431,0.36,0.22,4.75,0.049,0.026,111,0.166501,0.564657,0.147897,0.015899,0.015906,14017,161,28,5818,0,1.55,18.75,21040,381.85,1586,0.003,0.071,0.067,0.006,0.03,6.5,41.6
310,1410,0.5213,0.2587,4.7113,0.0587,0.026,100,0.176078,0.576368,0.161782,0.01698,0.016986,14005,3531,28,5411,0,1.55,18.58,21172,371.87,1628,0.003,0.061,0.04,0.008,0.019,4.4,48.4
300,1430,0.6727,0.2533,4.7553,0.0585,0.0247,112,0.192358,0.594126,0.186179,0.018867,0.018871,16004,2404,3,5516,0,1.5,18.02,20583,373.68,1627,0.004,0.092,0.072,0.01,0.029,4,57.7
