Mч,Tч,Si_ч,Mn_ч,C_ч,P_ч,S_ч,Mл,Si_л,Mn_л,C_л,P_л,S_л,М_ф1,М_ф2,М_ф3,М_ф3,М_ф3,М_мш,tд,Vд,Мм,Tм,Si_м,Mn_м,C_м,P_м,S_м,tM,Mш
300,1444,0.4617,0.2,4.6663,0.045,0.0246,111,0.231856,1.423829,0.087261,0.011207,0.00542,14087,0,2018,4346,0,1.5,19.38,21127,372.78,1643,0.005,0.095,0.043,0.009,0.02,7.6,47.3
300,1441,0.44,0.2,4.61,0.045,0.025,109,0.180565,0.578939,0.168639,0.017457,0.017463,14070,1211,2029,4347,0,1.5,19.42,21096,370.96,1658,0.004,0.068,0.046,0.009,0.017,7.2,45.1
300,1417,0.46,0.228,4.483,0.0538,0.0265,113,0.19234,0.592651,0.186676,0.018896,0.0189,14083,809,2011,4336,0,1.5,19.07,20458,374.59,1628,0.004,0.078,0.059,0.008,0.026,7.4,46.9
300,1431,0.38,0.2,4.56,0.046,0.031,112,0.133273,0.575714,0.092605,0.011888,0.011562,14096,1537,2012,4354,0,1.5,18.47,20141,373.68,1641,0.005,0.097,0.041,0.012,0.016,7.4,41.8
300,1425,0.4287,0.2503,4.9237,0.0551,0.0217,112,0.189113,0.588827,0.181327,0.018446,0.018452,13996,1487,3039,4515,0,1.5,48.57,22237,373.68,1682,0.004,0.081,0.044,0.01,0.015,7.2,45.4
300,1435,0.3213,0.2633,4.638,0.0636,0.0324,112,0.188451,0.587828,0.180308,0.018359,0.018365,15981,4212,3048,4497,0,1.5,19.4,22053,373.68,1663,0.005,0.093,0.053,0.012,0.018,8.1,40.8
300,1435,0.5687,0.2485,4.7662,0.05,0.0191,110,0.191723,0.59243,0.185468,0.018799,0.018803,14002,3205,0,5005,170,1.5,18.58,21044,371.87,1670,0.004,0.054,0.034,0.01,0.023,6.8,51.9
300,1418,0.6182,0.3062,4.7652,0.0646,0.0158,110,0.192377,0.592687,0.18674,0.018901,0.018905,13963,5356,0,4517,2030,1.5,18.97,21954,371.87,1727,0.004,0.076,0.041,0.015,0.026,7.3,54.9
300,1448,0.4567,0.2033,4.8717,0.0435,0.0207,109,0.20055,0.601651,0.20055,0.020055,0.020055,13345,5341,0,4477,1988,1.5,17.92,19941,370.96,1610,0.01,0.061,0.056,0.006,0.029,7.1,46.8
300,1398,0.72,0.3233,4.8,0.0647,0.0163,91,0.163578,0.560769,0.14669,0.01596,0.01596,17494,438,0,4476,1975,1.5,17.83,19758,354.64,1667,0.004,0.115,0.091,0.012,0.029,7.6,55.8
310,1433,0.3432,0.2139,4.7919,0.0448,0.0333,100,0.197982,0.598472,0.196342,0.0197,0.019701,15347,5778,0,4477,2079,1.55,18.18,20395,371.87,1620,0.004,0.093,0.061,0.009,0.025,5,40.4
300,1414,0.68,0.3,5,0.062,0.018,109,0.189573,0.588873,0.18227,0.018521,0.018526,16532,2780,0,4490,1953,1.5,17.97,20095,370.96,1639,0.004,0.096,0.07,0.012,0.025,7.6,57.7
300,1386,0.6053,0.352,4.4407,0.0653,0.0101,110,0.190076,0.731809,0.156662,0.016687,0.015652,16044,3600,0,4463,1973,1.5,18.5,20715,371.87,1632,0.008,0.117,0.082,0.014,0.015,7.2,54.3
290,1396,0.66,0.32,4.68,0.066,0.016,90,0.177773,0.576967,0.164276,0.017138,0.017144,16079,3119,0,4455,1971,1.45,17.12,19129,344.66,1646,0.006,0.093,0.06,0.012,0.03,6.6,51.9
310,1397,0.45,0.21,4.8,0.045,0.031,103,0.19292,0.591623,0.18826,0.019014,0.019017,14424,443,0,4472,1968,1.55,41.32,20663,374.59,1625,0.004,0.08,0.06,0.013,0.022,7.2,45.4
290,1381,0.4569,0.3124,4.6162,0.066,0.0172,90,0.196409,0.598,0.194293,0.019591,0.019591,16541,2272,0,4458,1963,1.45,18.23,20243,344.66,1609,0.004,0.099,0.082,0.013,0.025,5.9,42.4
300,1424,0.6385,0.21,4.7885,0.0453,0.0229,111,0.199459,0.598378,0.199459,0.019946,0.019946,14019,1421,0,4330,1988,1.5,19.33,20170,372.78,1661,0.003,0.084,0.049,0.01,0.023,4.8,55.6
300,1408,0.5087,0.2547,4.5233,0.0513,0.0213,110,0.192727,0.591,0.189636,0.0192,0.0192,14111,0,0,4344,1988,1.5,19.2,20418,371.87,1649,0.004,0.072,0.046,0.01,0.033,4.4,48.7
300,1430,0.59,0.32,0,0.065,0.017,111,0.194815,0.59429,0.191247,0.019268,0.019271,14098,1326,0,4332,1982,1.5,19.87,20990,372.78,1634,0.004,0.075,0.058,0.018,0.029,5.8,53.1
300,1391,0.536,0.212,4.75,0.0461,0.0278,111,0.193016,0.593667,0.187718,0.018985,0.018989,14127,1320,0,4324,1983,1.5,21.32,22019,372.78,1611,0.005,0.051,0.047,0.011,0.031,5.1,50.4
300,1419,0.4667,0.2283,4.7717,0.0482,0.0263,110,0.170255,0.569727,0.156036,0.016691,0.016691,14121,3281,0,4328,1980,1.5,19.62,20027,371.87,1614,0.006,0.063,0.05,0.011,0.035,4.2,46.7
300,1408,0.49,0.22,4.87,0.049,0.033,112,0.192282,0.591138,0.187103,0.018919,0.018923,14104,2017,0,4345,1980,1.5,20.05,20540,373.68,1606,0.004,0.066,0.06,0.01,0.028,5.7,48.4
300,1424,0.5153,0.2247,4.7067,0.0485,0.0235,110,0.193062,0.592773,0.189785,0.019229,0.019229,16143,0,0,4351,1979,1.5,19.72,20982,371.87,1657,0.004,0.08,0.045,0.015,0.041,6.2,49.3
300,1420,0.4733,0.285,4.5017,0.0628,0.0248,110,0.191344,0.591696,0.184944,0.018752,0.018757,16133,1230,0,4319,1975,1.5,19.77,21727,371.87,1622,0.003,0.078,0.057,0.009,0.029,5.2,47.4
300,1381,0.446,0.298,4.52,0.0652,0.0226,111,0.128346,0.526419,0.094254,0.012032,0.012032,16117,3126,0,4396,2004,1.5,22.6,22042,372.78,1586,0.003,0.044,0.063,0.004,0.026,0.5,45.4
300,1408,0.5,0.246,4.622,0.0528,0.023,111,0.192519,0.591149,0.189241,0.019175,0.019175,14023,2520,0,4489,1997,1.5,18.38,20933,372.78,1628,0.005,0.055,0.043,0.01,0.027,6.6,48.8
300,1401,0.47,0.298,4.742,0.0653,0.0188,110,0.189731,0.588665,0.182677,0.018552,0.018557,14048,2354,0,4480,1990,1.5,18.78,21305,371.87,1626,0.005,0.093,0.063,0.013,0.024,4.4,47.1
310,1370,0.54,0.3,4.58,0.066,0.025,101,0.179214,0.577035,0.167833,0.01745,0.017454,16036,2347,0,4512,1981,1.55,19.15,21753,372.78,1610,0.004,0.073,0.061,0.01,0.032,6.4,49.9
300,1448,0.55,0.21,0,0.045,0.015,112,0.169843,0.567188,0.155939,0.016657,0.016657,16019,330,0,4539,2007,1.5,35.82,21021,373.68,1668,0.004,0.105,0.072,0.01,0.025,4.6,51
310,1360,0.5119,0.291,4.591,0.0612,0.019,100,0.182512,0.58335,0.173876,0.018048,0.018048,16036,156,0,4526,2030,1.55,19.03,21383,371.87,1588,0.007,0.089,0.09,0.015,0.029,6.6,48
300,1460,0.57,0.24,4.31,0.052,0.018,112,0.19047,0.591222,0.183291,0.018618,0.018623,16032,3003,0,4573,1811,1.5,19.28,20349,373.68,1616,0.004,0.081,0.068,0.014,0.033,3.7,52.8
300,1403,0.77,0.32,4.5,0.07,0.016,110,0.213545,0.627973,0.144582,0.015673,0.015678,14049,1999,0,5085,538,1.5,19.08,20240,371.87,1605,0.004,0.156,0.086,0.016,0.025,3.7,62.2
300,1432,0.45,0.23,0,0.046,0.022,112,0.184659,0.583846,0.174829,0.01795,0.017956,14038,2554,0,5090,391,1.5,26.33,20112,373.68,1625,0.004,0.09,0.048,0.01,0.029,5.3,46.3
300,1381,0.47,0.3,4.57,0.067,0.016,112,0.193576,0.593837,0.188826,0.019074,0.019077,14024,0,0,5434,345,1.5,18.83,20261,373.68,1630,0.004,0.1,0.053,0.022,0.03,4.9,47.1
300,1394,0.5708,0.2733,4.7817,0.0591,0.0199,109,0.200387,0.601869,0.20013,0.020023,0.020023,14029,0,0,5678,0,1.5,35.38,20099,370.96,1662,0.004,0.101,0.047,0.01,0.019,5.7,51.6
300,1375,0.5633,0.2713,4.748,0.0593,0.0229,110,0.194802,0.594642,0.191093,0.019259,0.019261,14333,2003,0,5645,0,1.5,18.82,20038,371.87,1672,0.004,0.091,0.053,0.011,0.027,4.8,51.7
300,1433,0.484,0.24,4.9,0.052,0.022,112,0.155936,0.554799,0.134959,0.0151,0.0151,16029,3938,0,5828,105,1.5,20.87,21378,373.68,1612,0.003,0.095,0.061,0.007,0.024,5.1,48
300,1402,0.5427,0.3147,4.6753,0.0669,0.0168,109,0.176272,0.575642,0.16498,0.017361,0.017361,14020,673,0,5526,0,1.5,20.47,21199,370.96,1630,0.004,0.131,0.088,0.014,0.023,5.1,49.8
300,1440,0.42,0.23,4.82,0.049,0.02,111,0.19231,0.591152,0.187156,0.018923,0.018927,16016,1957,0,5552,0,1.5,19.83,20668,372.78,1621,0.004,0.061,0.045,0.006,0.027,5.1,45
300,1404,0.71,0.32,4.86,0.066,0.014,110,0.196459,0.596603,0.193841,0.019489,0.019491,14007,1013,0,5618,0,1.5,19.52,19833,371.87,1671,0.004,0.111,0.057,0.019,0.023,5.2,58.7
300,1428,0.38,0.22,0,0.05,0.024,109,0.192922,0.593959,0.187417,0.018963,0.018967,14044,0,0,5563,0,1.5,20.2,20329,370.96,1633,0.005,0.066,0.047,0.007,0.03,5.3,42
300,1405,0.656,0.3128,4.8248,0.0696,0.0164,111,0.128461,0.526892,0.094339,0.012043,0.012043,16034,1026,0,5558,0,1.5,21.82,21523,372.78,1662,0.005,0.075,0.047,0.008,0.015,5.6,55.3
300,1430,0.3653,0.2273,4.84,0.0495,0.0207,112,0.196953,0.595983,0.195095,0.019584,0.019586,12038,1355,0,5551,0,1.5,20.88,20454,373.68,1612,0.003,0.061,0.085,0.007,0.033,5.5,41.8
300,1419,0.66,0.312,0,0.0706,0.0176,109,0.192654,0.592953,0.187223,0.018941,0.018945,14051,0,0,5555,0,1.5,20.15,20843,370.96,1654,0.004,0.093,0.055,0.014,0.027,5.3,55.8
300,1439,0.3827,0.232,4.83,0.0495,0.0195,109,0.193418,0.594435,0.188281,0.019035,0.019039,12040,990,0,5565,0,1.5,21.6,20701,370.96,1652,0.005,0.102,0.079,0.012,0.029,5.3,42
300,1419,0.4047,0.218,4.93,0.0496,0.0194,112,0.199643,0.598929,0.199643,0.019964,0.019964,14057,3725,0,5539,0,1.5,22.15,20713,373.68,1642,0.004,0.075,0.054,0.005,0.024,5.5,44.5
310,1398,0.661,0.3003,4.93,0.0652,0.0164,101,0.187092,0.588224,0.17907,0.018355,0.018359,14040,3202,0,5576,0,1.55,21.48,20804,372.78,1776,0.005,0.064,0.034,0.013,0.022,5.5,55.9
295,1450,0.43,0.22,0,0.049,0.019,115,0.205083,0.597743,0.255387,0.019661,0.019662,15991,1026,0,5534,0,1.475,21.52,20273,371.87,1626,0.004,0.104,0.091,0.014,0.022,6.7,45.9
300,1445,0.37,0.23,4.75,0.05,0.02,111,0.184505,0.582095,0.177613,0.018288,0.018288,14013,3026,0,5551,0,1.5,22.32,21216,372.78,1605,0.008,0.081,0.046,0.01,0.019,6.2,42.2
300,1387,0.4403,0.2743,4.674,0.0664,0.0257,111,0.192858,0.593724,0.187831,0.019019,0.019022,13933,2232,0,5392,167,1.5,19.45,21264,372.78,1640,0.003,0.089,0.053,0.011,0.026,8.1,45.7
320,1338,0.34,0.26,4.55,0.067,0.034,90,0.19441,0.594637,0.190276,0.019194,0.019197,14932,1575,0,5790,8,1.6,17.3,19330,371.87,1671,0.004,0.077,0.064,0.011,0.035,11.2,38.1
320,1388,0.31,0.24,4.79,0.056,0.029,92,0.192961,0.592804,0.187918,0.018995,0.018999,14222,1591,0,5516,11,1.6,29.47,20612,373.68,1627,0.003,0.055,0.033,0.012,0.044,10.5,36.7
300,1408,0.41,0.19,4.86,0.044,0.031,111,0.127539,0.523108,0.093661,0.011957,0.011957,16026,1184,0,4538,8,1.5,18.05,20249,372.78,1631,0.005,0.065,0.041,0.009,0.024,8,43
310,1385,0.3736,0.2748,4.6345,0.0659,0.0288,100,0.196192,0.5976,0.194016,0.019568,0.019568,16031,1178,0,5489,0,1.55,40.65,20724,371.87,1627,0.004,0.077,0.045,0.014,0.031,5.1,41.2
310,1368,0.5523,0.2713,4.7894,0.0538,0.019,100,0.195006,0.595618,0.191166,0.019271,0.019274,14032,347,0,5513,0,1.55,18.97,21385,371.87,1631,0.003,0.076,0.063,0.011,0.035,7.4,49.8
300,1410,0.64,0.21,4.96,0.044,0.019,111,0.190833,0.590102,0.184454,0.018702,0.018707,16061,1163,0,5502,0,1.5,18.68,21172,372.78,1623,0.004,0.074,0.073,0.01,0.031,6.6,55.7
300,1400,0.4893,0.2407,4.8332,0.0524,0.0253,111,0.177294,0.576797,0.164052,0.017157,0.017162,14052,505,0,5555,0,1.5,18.38,20917,372.78,1609,0.004,0.089,0.078,0.009,0.036,10.8,47.6
310,1340,0.38,0.2,4.88,0.046,0.034,100,0.188314,0.58879,0.179674,0.018315,0.018322,14020,2475,0,5339,2,1.55,18.9,20998,371.87,1601,0.004,0.051,0.054,0.006,0.028,7.9,41.2
300,1376,0.542,0.3173,4.68,0.0646,0.0171,111,0.173243,0.571841,0.157303,0.016584,0.016591,16048,2014,0,5594,0,1.5,18.55,20420,372.78,1645,0.004,0.084,0.061,0.009,0.019,7.2,50.6
300,1406,0.5963,0.281,4.8,0.0578,0.021,114,0.183958,0.583289,0.176382,0.018218,0.018218,15379,0,0,5587,0,1.5,19.15,20927,375.5,1645,0.005,0.091,0.055,0.013,0.019,5.6,53.7
300,1437,0.5775,0.24,4.6,0.0505,0.0183,110,0.127535,0.523091,0.093658,0.011956,0.011956,16680,4629,0,5817,0,1.5,19.08,21428,371.87,1637,0.004,0.074,0.051,0.01,0.017,6.5,51.9
300,1400,0.68,0.3,0,0.062,0.015,111,0.191539,0.591892,0.187373,0.019056,0.019056,16153,889,0,5597,4,1.5,19.43,21772,372.78,1757,0.004,0.102,0.056,0.016,0.029,5.6,57.6
300,1440,0.666,0.279,4.89,0.0591,0.016,109,0.195771,0.59744,0.192101,0.019358,0.019361,15640,4463,0,5516,0,1.5,19.27,20354,370.96,1663,0.004,0.136,0.081,0.013,0.017,5.7,57.1
300,1389,0.612,0.253,0,0.0555,0.0151,113,0.169694,0.567384,0.153576,0.016367,0.016372,16439,3608,0,5388,0,1.5,18.98,21230,374.59,1605,0.004,0.072,0.07,0.009,0.024,4.9,54.7
300,1436,0.71,0.29,4.7,0.061,0.011,111,0.174378,0.573311,0.162279,0.017153,0.017153,18132,4161,0,5554,0,1.5,20.07,21101,372.78,1641,0.004,0.083,0.064,0.01,0.021,4.7,59.6
300,1433,0.6075,0.275,4.87,0.061,0.017,111,0.189351,0.587946,0.182144,0.018505,0.01851,16219,3257,0,5590,0,1.5,20.17,20349,372.78,1648,0.004,0.088,0.068,0.011,0.026,6.1,54.4
300,1441,0.698,0.274,4.936,0.0594,0.0136,112,0.156545,0.553224,0.135671,0.015086,0.015087,16194,4892,0,5611,0,1.5,20.85,21768,373.68,1608,0.006,0.071,0.075,0.008,0.028,5.4,58.7
300,1390,0.3833,0.27,4.74,0.063,0.023,110,0.189699,0.590945,0.182606,0.018605,0.01861,18298,2827,1988,4392,0,1.5,20.03,21004,371.87,1604,0.003,0.075,0.064,0.008,0.034,5.1,43.5
300,1411,0.6713,0.2933,4.84,0.0597,0.0143,109,0.188561,0.590339,0.180161,0.018393,0.018398,14202,3008,1982,4613,0,1.5,37.33,21039,370.96,1648,0.003,0.07,0.056,0.008,0.025,4.7,57
300,1443,0.62,0.22,0,0.048,0.018,112,0.201116,0.644286,0.192991,0.019438,0.019112,14394,4450,1990,4553,0,1.5,18.85,21166,373.68,1655,0.005,0.075,0.049,0.009,0.018,5.1,55.5
300,1393,0.62,0.3,4.69,0.059,0.012,112,0.187511,0.587786,0.179032,0.018293,0.018298,14413,2601,1990,4576,0,1.5,18.93,21188,373.68,1641,0.003,0.074,0.052,0.009,0.026,5.7,54.9
300,1382,0.49,0.2573,4.91,0.0554,0.0184,113,0.128,0.525,0.094,0.012,0.012,16438,2835,2000,4574,0,1.5,18.95,21171,374.59,1633,0.004,0.061,0.045,0.007,0.015,5,47.9
300,1381,0.61,0.31,4.81,0.064,0.017,110,0.2,0.6,0.2,0.02,0.02,14400,3983,2005,4106,0,1.5,18.98,21141,371.87,1637,0.008,0.082,0.042,0.011,0.02,4.6,54.4
300,1454,0.65,0.22,4.76,0.045,0.013,110,0.193198,0.592964,0.188758,0.019084,0.019086,16885,5778,2006,4572,0,1.5,19.37,21398,371.87,1643,0.003,0.088,0.061,0.008,0.023,5.9,57
300,1408,0.69,0.31,4.84,0.0623,0.0169,110,0.194034,0.594648,0.189489,0.019132,0.019135,16361,2665,2295,4490,0,1.5,19.28,21569,371.87,1615,0.007,0.097,0.075,0.01,0.025,6.3,58.5
300,1395,0.5717,0.2117,4.895,0.0482,0.0205,113,0.194586,0.593722,0.190975,0.019243,0.019246,14703,727,1984,4573,0,1.5,18.2,20123,374.59,1616,0.003,0.087,0.08,0.01,0.026,7.8,52.6
300,1413,0.69,0.29,0,0.065,0.02,112,0.19303,0.593678,0.187744,0.018987,0.018991,16198,3167,1988,4527,0,1.5,18.7,20348,373.68,1609,0.006,0.098,0.095,0.016,0.027,6.3,58.8
300,1418,0.44,0.21,0,0.049,0.025,113,0.193699,0.594678,0.188779,0.019076,0.01908,16167,480,1997,4512,0,1.5,38.2,21630,374.59,1612,0.003,0.084,0.076,0.014,0.026,6.1,46.3
300,1405,0.694,0.279,4.52,0.061,0.0186,110,0.195214,0.59578,0.191542,0.019302,0.019305,16649,2837,2000,4500,0,1.5,18.87,18404,371.87,1626,0.003,0.103,0.094,0.013,0.026,6.9,58.7
300,1383,0.61,0.23,0,0.047,0.02,111,0.180541,0.57973,0.171351,0.017838,0.017838,14103,6121,1999,4364,0,1.5,19.77,21529,372.78,1647,0.005,0.078,0.067,0.007,0.027,5.4,54.6
300,1410,0.56,0.2833,4.75,0.059,0.0173,112,0.128947,0.524616,0.09459,0.011963,0.011966,14161,0,1990,4372,0,1.5,19.52,21022,373.68,1654,0.004,0.091,0.053,0.018,0.028,7.9,50.4
300,1405,0.614,0.308,4.926,0.0684,0.0184,108,0.194394,0.595756,0.189839,0.019167,0.019171,16199,1799,1996,4368,0,1.5,19.7,21760,370.06,1633,0.003,0.089,0.068,0.012,0.02,5.6,54.1
300,1415,0.57,0.255,4.755,0.056,0.0205,108,0.189056,0.587611,0.181648,0.018463,0.018469,16166,2433,2006,4365,0,1.5,19.83,21412,370.06,1667,0.004,0.075,0.063,0.008,0.023,8.3,52
300,1431,0.36,0.2,4.84,0.045,0.028,110,0.194635,0.59374,0.191071,0.019251,0.019253,12141,1950,2002,4351,0,1.5,19.27,21076,371.87,1618,0.004,0.062,0.055,0.008,0.035,7.1,41.4
300,1418,0.4153,0.2307,4.95,0.0497,0.0236,113,0.189525,0.588507,0.182304,0.018521,0.018526,12144,2245,1997,4344,0,1.5,19.98,21736,374.59,1611,0.004,0.073,0.059,0.01,0.023,4.9,44.6
300,1420,0.5697,0.244,4.747,0.0543,0.0198,110,0.230691,0.563176,0.640164,0.023833,0.019709,14170,2581,1992,4361,0,1.5,20.5,22301,371.87,1649,0.004,0.094,0.06,0.013,0.023,5.3,52.8
300,1421,0.32,0.21,4.64,0.047,0.027,112,0.169013,0.569518,0.152752,0.016389,0.016392,14050,2181,2008,4503,0,1.5,17.98,20042,373.68,1624,0.004,0.082,0.044,0.015,0.022,6.8,39.6
300,1435,0.46,0.19,4.8,0.046,0.029,111,0.185186,0.583959,0.175926,0.01804,0.018045,14029,515,2093,4538,0,1.5,18.48,20752,372.78,1631,0.004,0.084,0.063,0.01,0.024,7.1,46.4
310,1408,0.28,0.19,4.9,0.046,0.033,100,0.171059,0.570681,0.157059,0.016762,0.016762,14039,167,2014,4524,0,1.55,19.52,20600,371.87,1623,0.004,0.109,0.088,0.008,0.024,7.5,35.7
300,1423,0.53,0.3,4.68,0.068,0.019,112,0.162646,0.560538,0.141545,0.015379,0.015387,16013,2371,2000,4520,0,1.5,35.6,21044,373.68,1649,0.003,0.065,0.042,0.011,0.02,5.6,50.2
310,1430,0.3166,0.19,4.6423,0.0487,0.0321,99,0.200606,0.601818,0.200606,0.020061,0.020061,13988,2989,1987,4493,0,1.55,17.72,19935,370.96,1631,0.003,0.11,0.049,0.01,0.019,4.2,38.3
300,1410,0.5867,0.3167,4.5767,0.071,0.017,113,0.190387,0.589333,0.183803,0.018645,0.01865,14015,3357,2002,4497,0,1.5,18.52,21256,374.59,1652,0.003,0.076,0.045,0.012,0.024,5.9,53.6
300,1405,0.3768,0.2028,4.6675,0.0501,0.0288,110,0.16728,0.564136,0.152258,0.016375,0.016375,14016,1525,2008,4517,0,1.5,17.98,20385,371.87,1616,0.005,0.086,0.065,0.008,0.026,6.2,42
300,1428,0.627,0.2967,4.8843,0.0623,0.0176,111,0.186183,0.584907,0.176634,0.018048,0.018055,16139,3886,1986,4548,0,1.5,18.05,20314,372.78,1642,0.004,0.105,0.083,0.014,0.025,5.1,55.5
300,1426,0.41,0.2,4.71,0.051,0.028,113,0.165939,0.563997,0.146346,0.015739,0.015747,14918,2845,1985,4547,0,1.5,17.93,19966,374.59,1586,0.005,0.116,0.1,0.013,0.024,4.7,44.5
300,1401,0.53,0.27,0,0.06,0.02,110,0.194374,0.593861,0.190483,0.019205,0.019208,14915,736,1985,4532,0,1.5,18.03,20077,371.87,1604,0.005,0.098,0.094,0.018,0.028,3.6,50
300,1394,0.6493,0.3297,4.71,0.068,0.0166,111,0.121384,0.381554,0.117187,0.01204,0.01204,16311,436,1984,4535,0,1.5,18.83,21062,372.78,1652,0.004,0.133,0.062,0.016,0.024,4.6,54.9
300,1426,0.473,0.2065,4.742,0.0495,0.0256,112,0.178207,0.57747,0.164207,0.017094,0.017102,14336,2975,1980,4518,0,1.5,17.97,19887,373.68,1623,0.003,0.076,0.051,0.008,0.022,3.7,47.5
300,1431,0.45,0.22,4.74,0.047,0.023,113,0.192652,0.591145,0.187873,0.01898,0.018983,14125,2036,1982,4362,0,1.5,19.15,20642,374.59,1630,0.003,0.069,0.051,0.008,0.022,4.7,46.7
300,1417,0.545,0.24,4.63,0.0555,0.0225,109,0.200183,0.60055,0.200183,0.020018,0.020018,16132,2548,1985,4374,0,1.5,19.7,19603,370.96,1655,0.004,0.103,0.057,0.01,0.027,4.3,51.1
300,1412,0.65,0.27,0,0.063,0.023,110,0.192092,0.59093,0.186783,0.018892,0.018896,16163,1999,1987,4402,0,1.5,19.07,20676,371.87,1652,0.005,0.106,0.08,0.014,0.023,4.4,56.3
310,1420,0.3152,0.1865,4.6013,0.0477,0.0362,100,0.184598,0.584816,0.173358,0.017788,0.017797,14113,1689,1990,4405,0,1.55,19.02,20634,371.87,1615,0.003,0.095,0.05,0.007,0.023,4.2,37.9
300,1418,0.72,0.28,4.81,0.064,0.026,111,0.184659,0.585176,0.174726,0.017971,0.017977,16119,4239,1987,4406,0,1.5,19.08,20193,372.78,1638,0.004,0.123,0.075,0.02,0.033,4.5,60.1
300,1425,0.64,0.28,4.8,0.064,0.031,109,0.185883,0.58683,0.176391,0.018099,0.018105,16043,1599,1981,4508,0,1.5,17.85,20185,370.96,1684,0.005,0.092,0.058,0.012,0.023,5.9,55.4
305,1390,0.38,0.21,0,0.051,0.034,107,0.201773,0.83892,0.154193,0.016446,0.014721,18046,337,2004,4588,0,1.525,18.85,21673,373.68,1583,0.004,0.069,0.058,0.004,0.02,4.8,42.9
300,1445,0.4867,0.24,4.55,0.0543,0.0243,108,0.199444,0.598333,0.199444,0.019944,0.019944,14015,336,2002,4474,0,1.5,37.48,21071,370.06,1696,0.005,0.103,0.051,0.013,0.03,6.3,47.4
295,1413,0.7012,0.281,4.6907,0.0615,0.0209,115,0.191569,0.593332,0.184821,0.018754,0.018759,14007,5376,2004,4538,0,1.475,18.77,21120,371.87,1716,0.005,0.046,0.042,0.008,0.027,6.3,59.4
305,1381,0.54,0.29,4.64,0.067,0.027,105,0.18805,0.5884,0.179653,0.018331,0.018337,16003,170,2010,4508,0,1.525,18.57,20974,371.87,1601,0.003,0.073,0.066,0.011,0.037,6.2,50
300,1410,0.5347,0.278,4.5933,0.0643,0.0317,109,0.197022,0.597143,0.19482,0.019571,0.019572,13986,347,2006,4504,0,1.5,18.05,20567,370.96,1631,0.003,0.089,0.057,0.01,0.026,5.5,49.9
305,1425,0.33,0.21,4.71,0.048,0.033,106,0.184672,0.583034,0.175124,0.017966,0.017972,15999,171,2009,4527,0,1.525,18.87,20793,372.78,1620,0.005,0.069,0.056,0.007,0.032,6.1,39.6
305,1403,0.46,0.29,4.43,0.071,0.031,106,0.193192,0.592699,0.188437,0.019035,0.019039,14018,2021,2009,4507,0,1.525,17.95,20296,372.78,1624,0.004,0.092,0.064,0.008,0.036,5.9,46.2
300,1391,0.4237,0.244,4.6417,0.0587,0.0295,111,0.183298,0.582851,0.173543,0.017905,0.017909,15993,1011,1986,4584,0,1.5,18.23,20236,372.78,1614,0.004,0.064,0.049,0.007,0.034,4.6,45
300,1381,0.4013,0.2385,4.4967,0.059,0.0341,112,0.186902,0.587482,0.178117,0.018231,0.018236,14333,2634,3968,6032,0,1.5,18.2,20322,373.68,1613,0.004,0.058,0.046,0.008,0.025,5.1,44.6
300,1441,0.38,0.21,4.62,0.05,0.023,112,0.189789,0.589475,0.182503,0.018544,0.018549,16011,1914,1981,4503,0,1.5,19.37,20595,373.68,1599,0.004,0.053,0.052,0.006,0.035,3.2,43.3
300,1425,0.5005,0.272,4.5975,0.0595,0.0212,112,0.189655,0.590989,0.182195,0.018557,0.018562,13996,0,1981,4538,0,1.5,18.98,20227,373.68,1662,0.003,0.082,0.076,0.015,0.043,5.1,48.6
300,1422,0.638,0.244,4.452,0.0538,0.0152,111,0.194587,0.595068,0.191861,0.019395,0.019395,14015,4022,1986,4469,0,1.5,23.63,20901,372.78,1628,0.004,0.072,0.051,0.014,0.042,4.4,55.9
300,1387,0.348,0.28,4.662,0.0672,0.032,111,0.193528,0.592321,0.189276,0.019099,0.019102,15171,1416,2028,4505,0,1.5,18.93,20732,372.78,1626,0.003,0.055,0.048,0.007,0.028,5.1,41.4
300,1380,0.3973,0.2967,4.7313,0.0674,0.0274,111,0.186126,0.586959,0.179234,0.01845,0.01845,14017,2791,1989,4675,0,1.5,19.43,21198,372.78,1624,0.007,0.064,0.051,0.009,0.021,6,43.7
300,1353,0.5992,0.249,4.8218,0.0571,0.0184,110,0.161764,0.5592,0.141509,0.015436,0.015442,14025,1095,1994,4405,0,1.5,20,21612,371.87,1635,0.004,0.074,0.066,0.008,0.029,4.5,52.8
300,1419,0.71,0.29,4.93,0.061,0.014,111,0.191149,0.592244,0.184338,0.018708,0.018713,14004,4614,1982,4375,0,1.5,19.13,20267,372.78,1638,0.004,0.09,0.063,0.012,0.026,4.6,59.5
300,1380,0.48,0.28,4.64,0.065,0.024,110,0.191413,0.592504,0.184794,0.018746,0.018751,13997,0,1982,4366,0,1.5,18.93,20456,371.87,1608,0.004,0.082,0.064,0.01,0.021,5,47.2
300,1386,0.5565,0.2658,4.7307,0.0608,0.0215,112,0.1698,0.568192,0.155623,0.016646,0.016646,14002,1293,1982,4359,0,1.5,19.4,21283,373.68,1641,0.005,0.121,0.079,0.013,0.021,5.3,51.2
